Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Cabin_Class,Number_of_Stops,Flight_Layover,Booking_Date,Days_Until_Departure,Is_Holiday_Season,Is_Peak_Season,ATF_Price_INR
Jet Airways,2019-04-01 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,08:25,22:35,14h 10m,1 stop,In-flight meal not included,7064,Economy,2,2 Stop(s),2019-03-27 00:00:00,5,0,1,69755.4996608024
Vistara,2019-03-24 00:00:00,Kolkata,Banglore,CCU → DEL → BLR,07:10,22:55,15h 45m,1 stop,No info,12732,First Class,2,2 Stop(s),2019-02-08 00:00:00,44,0,1,80526.9907953647
SpiceJet,2019-06-27 00:00:00,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,3597,Business,1,1 Stop(s),2019-05-05 00:00:00,53,0,0,66838.0548762583
IndiGo,2019-03-24 00:00:00,Banglore,New Delhi,BLR → DEL,08:30,11:30,3h,non-stop,No info,7303,First Class,1,1 Stop(s),2019-02-03 00:00:00,49,0,1,88466.5661176
Air India,2019-06-06 00:00:00,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,20:25,14h 35m,2 stops,No info,10991,First Class,3,3 Stop(s),2019-04-10 00:00:00,57,0,0,63236.7428097991
Air India,2019-03-09 00:00:00,Banglore,New Delhi,BLR → VGA → DEL,10:30,11:20 13 Mar,24h 50m,1 stop,No info,10321,First Class,2,2 Stop(s),2019-03-03 00:00:00,6,0,1,68140.4709532169
IndiGo,2019-06-06 00:00:00,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,3943,First Class,1,1 Stop(s),2019-04-17 00:00:00,50,0,0,72311.4876910689
IndiGo,2019-05-21 00:00:00,Delhi,Cochin,DEL → MAA → COK,07:15,12:30,5h 15m,1 stop,No info,5636,Economy,2,2 Stop(s),2019-03-25 00:00:00,57,0,0,61906.7505085807
IndiGo,2019-04-09 00:00:00,Kolkata,Banglore,CCU → HYD → BLR,15:15,20:05,4h 50m,1 stop,No info,4268,First Class,2,2 Stop(s),2019-03-08 00:00:00,32,0,1,64227.7267492429
Jet Airways,2019-06-09 00:00:00,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,No info,13014,Economy,3,3 Stop(s),2019-05-23 00:00:00,17,0,0,74917.4551767716
Multiple carriers,2019-05-09 00:00:00,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12h,1 stop,No info,13727,Business,2,2 Stop(s),2019-04-25 00:00:00,14,0,0,79002.1126953127
IndiGo,2019-04-09 00:00:00,Kolkata,Banglore,CCU → BLR,15:15,17:45,2h 30m,non-stop,No info,4174,Business,1,1 Stop(s),2019-02-16 00:00:00,52,0,1,69351.3322826823
Air India,2019-03-27 00:00:00,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,19:15,7h 15m,2 stops,No info,10493,Economy,3,3 Stop(s),2019-03-02 00:00:00,25,0,1,71660.3186906845
IndiGo,2019-05-21 00:00:00,Delhi,Cochin,DEL → BOM → COK,10:35,21:00,10h 25m,1 stop,No info,6794,Economy,2,2 Stop(s),2019-03-24 00:00:00,58,0,0,69926.9407455795
IndiGo,2019-05-12 00:00:00,Kolkata,Banglore,CCU → PNQ → BLR,21:00,02:15 13 May,5h 15m,1 stop,No info,7228,Economy,2,2 Stop(s),2019-03-18 00:00:00,55,1,1,83138.1104005784
Jet Airways,2019-03-01 00:00:00,Banglore,New Delhi,BLR → BOM → DEL,07:00,18:25,11h 25m,1 stop,No info,26890,Economy,2,2 Stop(s),2019-01-06 00:00:00,54,1,1,64679.8356100861
Multiple carriers,2019-06-01 00:00:00,Delhi,Cochin,DEL → HYD → COK,07:10,16:10,9h,1 stop,No info,7038,Economy,2,2 Stop(s),2019-04-18 00:00:00,44,0,0,82666.5341562915
Jet Airways,2019-04-01 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,06:30,08:15 02 Apr,25h 45m,1 stop,In-flight meal not included,7064,First Class,2,2 Stop(s),2019-03-29 00:00:00,3,0,1,79126.7241406564
Jet Airways,2019-03-24 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,21:10,23:25 25 Mar,26h 15m,1 stop,In-flight meal not included,10031,Economy,2,2 Stop(s),2019-02-03 00:00:00,49,0,1,88466.5661176
Jet Airways,2019-05-06 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,20:00,04:40 07 May,8h 40m,1 stop,In-flight meal not included,9663,Economy,2,2 Stop(s),2019-03-12 00:00:00,55,0,0,83167.3430788997
Air Asia,2019-05-01 00:00:00,Banglore,Delhi,BLR → DEL,23:55,02:45 02 May,2h 50m,non-stop,No info,4483,Economy,1,1 Stop(s),2019-04-11 00:00:00,20,1,1,60942.875570602
Jet Airways,2019-06-03 00:00:00,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,In-flight meal not included,5769,Economy,1,1 Stop(s),2019-05-03 00:00:00,31,0,0,69540.1042491559
IndiGo,2019-04-24 00:00:00,Kolkata,Banglore,CCU → BLR,15:15,17:45,2h 30m,non-stop,No info,4804,Economy,1,1 Stop(s),2019-03-04 00:00:00,51,0,1,84862.1252745579
Air India,2019-05-15 00:00:00,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No info,4145,Business,1,1 Stop(s),2019-04-09 00:00:00,36,0,0,60762.5738023229
Air India,2019-05-18 00:00:00,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No info,4880,Business,1,1 Stop(s),2019-05-11 00:00:00,7,1,1,72522.3300944634
SpiceJet,2019-06-06 00:00:00,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3543,Business,1,1 Stop(s),2019-05-21 00:00:00,16,0,0,88873.4188482633
Jet Airways,2019-03-01 00:00:00,Banglore,New Delhi,BLR → BOM → DEL,08:55,21:20,12h 25m,1 stop,1 Long layover,27992,First Class,2,2 Stop(s),2019-01-09 00:00:00,51,1,1,78033.4503522963
IndiGo,2019-05-09 00:00:00,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1 stop,No info,7191,Business,2,2 Stop(s),2019-03-13 00:00:00,57,0,0,65961.4704460252
Vistara,2019-04-01 00:00:00,Banglore,Delhi,BLR → DEL,07:00,09:40,2h 40m,non-stop,No info,5403,Economy,1,1 Stop(s),2019-02-18 00:00:00,42,0,1,76401.3083802984
Jet Airways,2019-06-09 00:00:00,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7h 20m,2 stops,In-flight meal not included,15812,Business,3,3 Stop(s),2019-06-01 00:00:00,8,0,0,67186.8567200092
Jet Airways,2019-04-09 00:00:00,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,In-flight meal not included,4544,Economy,1,1 Stop(s),2019-02-25 00:00:00,43,0,1,87656.2270506935
Air Asia,2019-06-03 00:00:00,Delhi,Cochin,DEL → BLR → COK,16:45,22:25,5h 40m,1 stop,No info,11410,Business,2,2 Stop(s),2019-04-10 00:00:00,54,0,0,63236.7428097991
IndiGo,2019-05-03 00:00:00,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,4332,Economy,1,1 Stop(s),2019-03-21 00:00:00,43,0,0,63476.0717857539
Jet Airways,2019-04-15 00:00:00,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,In-flight meal not included,4544,Economy,1,1 Stop(s),2019-03-16 00:00:00,30,0,1,81205.7203154285
IndiGo,2019-05-24 00:00:00,Kolkata,Banglore,CCU → MAA → BLR,06:20,10:20,4h,1 stop,No info,4226,First Class,2,2 Stop(s),2019-03-29 00:00:00,56,0,0,79126.7241406564
Air India,2019-06-03 00:00:00,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No info,4145,First Class,1,1 Stop(s),2019-04-14 00:00:00,50,0,0,75257.1207349411
Multiple carriers,2019-06-27 00:00:00,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1 stop,No info,14848,Economy,2,2 Stop(s),2019-06-10 00:00:00,17,0,0,71033.4939815776
IndiGo,2019-04-03 00:00:00,Banglore,Delhi,BLR → DEL,00:30,03:25,2h 55m,non-stop,No info,3419,Business,1,1 Stop(s),2019-02-18 00:00:00,44,0,1,76401.3083802984
Jet Airways,2019-03-24 00:00:00,Banglore,New Delhi,BLR → DEL,18:55,21:55,3h,non-stop,No info,7229,Business,1,1 Stop(s),2019-02-17 00:00:00,35,0,1,75602.0406353343
SpiceJet,2019-06-03 00:00:00,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No info,5830,Economy,2,2 Stop(s),2019-05-11 00:00:00,23,0,0,72522.3300944634
Jet Airways,2019-03-18 00:00:00,Banglore,New Delhi,BLR → BOM → DEL,14:05,07:40 16 Mar,17h 35m,1 stop,In-flight meal not included,10972,Economy,2,2 Stop(s),2019-02-14 00:00:00,32,0,1,67763.3994480005
Jet Airways,2019-03-24 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,18:55,08:10 25 Mar,13h 15m,1 stop,No info,14231,Business,2,2 Stop(s),2019-03-22 00:00:00,2,0,1,85893.1027762678
Jet Airways,2019-06-09 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,18:55,19:50 10 Jun,24h 55m,1 stop,In-flight meal not included,10844,Business,2,2 Stop(s),2019-05-10 00:00:00,30,0,0,75322.419077327
SpiceJet,2019-05-12 00:00:00,Kolkata,Banglore,CCU → IXB → BLR,11:15,18:30,7h 15m,1 stop,No info,11468,Economy,2,2 Stop(s),2019-04-04 00:00:00,38,1,1,76838.3159270849
Air Asia,2019-05-18 00:00:00,Kolkata,Banglore,CCU → BLR,22:50,01:20 19 May,2h 30m,non-stop,No info,4409,Business,1,1 Stop(s),2019-03-20 00:00:00,59,1,1,70753.9718563282
Jet Airways,2019-06-27 00:00:00,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,12:35 28 Jun,22h,2 stops,No info,13376,Business,3,3 Stop(s),2019-06-10 00:00:00,17,0,0,71033.4939815776
IndiGo,2019-06-21 00:00:00,Banglore,Delhi,BLR → DEL,23:30,02:20 22 Jun,2h 50m,non-stop,No info,4077,Economy,1,1 Stop(s),2019-06-02 00:00:00,19,1,1,64346.8461627367
Jet Airways,2019-05-09 00:00:00,Kolkata,Banglore,CCU → DEL → BLR,09:35,21:05,11h 30m,1 stop,No info,13067,Business,2,2 Stop(s),2019-04-03 00:00:00,36,0,0,82823.5514585069
IndiGo,2019-06-06 00:00:00,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No info,4823,Business,1,1 Stop(s),2019-05-01 00:00:00,36,0,0,84223.2046549219
Multiple carriers,2019-03-09 00:00:00,Delhi,Cochin,DEL → BOM → COK,06:50,19:15,12h 25m,1 stop,In-flight meal not included,14817,Business,2,2 Stop(s),2019-01-24 00:00:00,44,0,1,70990.8552988108
IndiGo,2019-03-24 00:00:00,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,4326,First Class,1,1 Stop(s),2019-03-10 00:00:00,14,0,1,62236.5193103931
Multiple carriers,2019-03-03 00:00:00,Delhi,Cochin,DEL → BOM → COK,07:00,21:00,14h,1 stop,No info,15603,Economy,2,2 Stop(s),2019-02-18 00:00:00,13,0,1,76401.3083802984
Air India,2019-03-24 00:00:00,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,23:15 25 Mar,30h 30m,2 stops,No info,13885,First Class,3,3 Stop(s),2019-01-26 00:00:00,57,0,1,83555.2788417904
Jet Airways,2019-03-06 00:00:00,Banglore,New Delhi,BLR → BOM → DEL,11:40,09:00 07 Mar,21h 20m,1 stop,No info,17261,Economy,2,2 Stop(s),2019-01-28 00:00:00,37,0,1,75427.0331524083
Multiple carriers,2019-06-09 00:00:00,Delhi,Cochin,DEL → GWL → IDR → BOM → COK,11:35,21:00,9h 25m,3 stops,No info,15629,First Class,4,4 Stop(s),2019-06-02 00:00:00,7,0,0,64346.8461627367
Air India,2019-05-06 00:00:00,Kolkata,Banglore,CCU → BBI → HYD → BLR,09:10,04:40 07 May,19h 30m,2 stops,No info,6117,First Class,3,3 Stop(s),2019-03-18 00:00:00,49,0,0,83138.1104005784
Jet Airways,2019-06-24 00:00:00,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25 26 Jun,29h 20m,2 stops,No info,12819,Business,3,3 Stop(s),2019-05-26 00:00:00,29,0,0,61106.608420636
Multiple carriers,2019-05-27 00:00:00,Delhi,Cochin,DEL → BOM → COK,18:15,01:30 28 May,7h 15m,1 stop,No info,13377,Business,2,2 Stop(s),2019-04-12 00:00:00,45,0,0,79092.3123379134
Jet Airways,2019-03-01 00:00:00,Banglore,New Delhi,BLR → BOM → DEL,07:00,15:15,8h 15m,1 stop,No info,26890,Business,2,2 Stop(s),2019-01-05 00:00:00,55,1,1,64680.5592132731
IndiGo,2019-05-15 00:00:00,Banglore,Delhi,BLR → DEL,00:30,03:25,2h 55m,non-stop,No info,3419,Economy,1,1 Stop(s),2019-04-15 00:00:00,30,0,0,87226.9942177828
Air India,2019-05-15 00:00:00,Kolkata,Banglore,CCU → GAU → DEL → BLR,09:50,23:15,13h 25m,2 stops,No info,14960,First Class,3,3 Stop(s),2019-03-27 00:00:00,49,0,0,69755.4996608024
Air India,2019-03-03 00:00:00,Mumbai,Hyderabad,BOM → HYD,19:30,20:45,1h 15m,non-stop,No info,11185,Economy,1,1 Stop(s),2019-02-04 00:00:00,27,0,1,88968.9609922368
Air India,2019-05-27 00:00:00,Delhi,Cochin,DEL → BOM → COK,19:00,19:15 28 May,24h 15m,1 stop,No info,8372,Economy,2,2 Stop(s),2019-05-11 00:00:00,16,0,0,72522.3300944634
Jet Airways,2019-06-06 00:00:00,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10h 20m,1 stop,In-flight meal not included,10262,Business,2,2 Stop(s),2019-04-25 00:00:00,42,0,0,79002.1126953127
Air India,2019-06-12 00:00:00,Kolkata,Banglore,CCU → BOM → COK → BLR,16:50,13:45 13 Jun,20h 55m,2 stops,No info,11542,Business,3,3 Stop(s),2019-06-04 00:00:00,8,0,0,89569.513623318
SpiceJet,2019-04-03 00:00:00,Kolkata,Banglore,CCU → MAA → BLR,15:05,20:20,5h 15m,1 stop,No info,4649,Business,2,2 Stop(s),2019-02-25 00:00:00,37,0,1,87656.2270506935
Jet Airways,2019-03-09 00:00:00,Mumbai,Hyderabad,BOM → HYD,19:40,21:10,1h 30m,non-stop,No info,5678,First Class,1,1 Stop(s),2019-02-02 00:00:00,35,0,1,61951.5477895584
SpiceJet,2019-06-01 00:00:00,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,non-stop,No info,3971,First Class,1,1 Stop(s),2019-05-04 00:00:00,28,0,0,63301.5577358303
Multiple carriers,2019-06-03 00:00:00,Delhi,Cochin,DEL → HYD → COK,07:10,16:10,9h,1 stop,No info,7878,Business,2,2 Stop(s),2019-05-07 00:00:00,27,0,0,84540.4429776748
Jet Airways,2019-06-27 00:00:00,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,No info,13014,Business,3,3 Stop(s),2019-05-18 00:00:00,40,0,0,81090.5687668553
IndiGo,2019-05-01 00:00:00,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No info,4423,First Class,1,1 Stop(s),2019-04-12 00:00:00,19,1,1,79092.3123379134
Jet Airways,2019-06-01 00:00:00,Delhi,Cochin,DEL → BOM → COK,14:00,04:25 02 Jun,14h 25m,1 stop,In-flight meal not included,10262,Economy,2,2 Stop(s),2019-05-27 00:00:00,5,0,0,78286.9300193969
Vistara,2019-05-27 00:00:00,Banglore,Delhi,BLR → DEL,09:45,12:35,2h 50m,non-stop,No info,4668,Business,1,1 Stop(s),2019-05-11 00:00:00,16,0,0,72522.3300944634
Jet Airways,2019-05-21 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,21:10,18:15 22 May,21h 5m,1 stop,In-flight meal not included,10844,Economy,2,2 Stop(s),2019-04-28 00:00:00,23,0,0,65597.1017665811
Jet Airways,2019-06-24 00:00:00,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 25 Jun,18h 45m,2 stops,In-flight meal not included,10368,Economy,3,3 Stop(s),2019-06-06 00:00:00,18,0,0,80164.0664221764
IndiGo,2019-04-21 00:00:00,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,4591,Business,1,1 Stop(s),2019-04-08 00:00:00,13,1,1,72826.2305507565
IndiGo,2019-05-06 00:00:00,Delhi,Cochin,DEL → BOM → COK,18:35,01:30 07 May,6h 55m,1 stop,No info,7191,First Class,2,2 Stop(s),2019-03-18 00:00:00,49,0,0,83138.1104005784
Multiple carriers,2019-05-18 00:00:00,Delhi,Cochin,DEL → BOM → COK,06:00,12:35,6h 35m,1 stop,No info,9794,Business,2,2 Stop(s),2019-05-12 00:00:00,6,1,1,66663.2343141219
IndiGo,2019-06-01 00:00:00,Banglore,Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No info,3943,Economy,1,1 Stop(s),2019-05-18 00:00:00,14,0,0,81090.5687668553
Jet Airways,2019-06-12 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5h 30m,1 stop,No info,13626,First Class,2,2 Stop(s),2019-04-26 00:00:00,47,0,0,86143.8177056315
Jet Airways,2019-05-12 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,20:00,09:20 13 May,13h 20m,1 stop,In-flight meal not included,9663,Business,2,2 Stop(s),2019-03-15 00:00:00,58,1,1,84463.842853645
Multiple carriers,2019-06-15 00:00:00,Delhi,Cochin,DEL → HYD → COK,07:10,16:10,9h,1 stop,In-flight meal not included,6093,First Class,2,2 Stop(s),2019-05-27 00:00:00,19,0,0,78286.9300193969
Jet Airways,2019-03-12 00:00:00,Banglore,New Delhi,BLR → BOM → DEL,21:25,07:40 13 Mar,10h 15m,1 stop,No info,11717,Economy,2,2 Stop(s),2019-02-13 00:00:00,27,0,1,87279.6120623635
Jet Airways,2019-05-18 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,20:00,09:20 19 May,13h 20m,1 stop,No info,14781,Economy,2,2 Stop(s),2019-04-04 00:00:00,44,1,1,76838.3159270849
Jet Airways,2019-05-03 00:00:00,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,No info,7229,Business,1,1 Stop(s),2019-04-09 00:00:00,24,0,0,60762.5738023229
GoAir,2019-06-01 00:00:00,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,non-stop,No info,3898,First Class,1,1 Stop(s),2019-04-18 00:00:00,44,0,0,82666.5341562915
Jet Airways,2019-06-03 00:00:00,Delhi,Cochin,DEL → BOM → COK,22:50,12:35 04 Jun,13h 45m,1 stop,No info,14714,Business,2,2 Stop(s),2019-06-01 00:00:00,2,0,0,67186.8567200092
Multiple carriers,2019-05-27 00:00:00,Delhi,Cochin,DEL → BOM → COK,11:40,21:00,9h 20m,1 stop,No info,7005,Business,2,2 Stop(s),2019-04-05 00:00:00,52,0,0,83129.0153986368
IndiGo,2019-06-15 00:00:00,Chennai,Kolkata,MAA → CCU,14:45,17:05,2h 20m,non-stop,No info,3597,First Class,1,1 Stop(s),2019-04-17 00:00:00,59,0,0,72311.4876910689
SpiceJet,2019-03-18 00:00:00,Kolkata,Banglore,CCU → BLR,06:55,09:35,2h 40m,non-stop,No check-in baggage included,4413,Business,1,1 Stop(s),2019-02-07 00:00:00,39,0,1,62930.1634201915
Multiple carriers,2019-03-06 00:00:00,Delhi,Cochin,DEL → BOM → COK,10:20,19:15,8h 55m,1 stop,No info,15353,Economy,2,2 Stop(s),2019-03-01 00:00:00,5,0,1,69759.9099228979
IndiGo,2019-05-01 00:00:00,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,3943,First Class,1,1 Stop(s),2019-04-23 00:00:00,8,1,1,87890.9295702772
IndiGo,2019-03-15 00:00:00,Chennai,Kolkata,MAA → CCU,13:20,15:35,2h 15m,non-stop,No info,6297,Economy,1,1 Stop(s),2019-02-23 00:00:00,20,0,1,86844.8205128295
IndiGo,2019-03-09 00:00:00,Banglore,New Delhi,BLR → DEL,20:00,22:55,2h 55m,non-stop,No info,6144,Economy,1,1 Stop(s),2019-01-21 00:00:00,47,0,1,78355.5868416714
Air India,2019-05-21 00:00:00,Delhi,Cochin,DEL → JAI → BOM → COK,18:45,19:15 22 May,24h 30m,2 stops,No info,12257,Business,3,3 Stop(s),2019-05-13 00:00:00,8,0,0,63595.9610200105
Jet Airways,2019-05-21 00:00:00,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,12:35 22 May,23h 10m,2 stops,No info,15129,First Class,3,3 Stop(s),2019-03-24 00:00:00,58,0,0,69926.9407455795
Jet Airways,2019-06-24 00:00:00,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 25 Jun,22h 55m,2 stops,In-flight meal not included,10368,Economy,3,3 Stop(s),2019-06-19 00:00:00,5,0,0,77726.7882956473
Jet Airways,2019-05-09 00:00:00,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,19:00,9h 20m,2 stops,In-flight meal not included,13029,First Class,3,3 Stop(s),2019-04-02 00:00:00,37,0,0,81397.3436166899
Air India,2019-06-06 00:00:00,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,11:10 07 Jun,23h 10m,2 stops,No info,9416,Business,3,3 Stop(s),2019-04-22 00:00:00,45,0,0,64836.6386176201
Air India,2019-06-03 00:00:00,Delhi,Cochin,DEL → COK,18:05,21:10,3h 5m,non-stop,No info,6934,Economy,1,1 Stop(s),2019-05-01 00:00:00,33,0,0,84223.2046549219
Jet Airways,2019-05-21 00:00:00,Kolkata,Banglore,CCU → DEL → BLR,20:25,14:25 22 May,18h,1 stop,No info,11467,Business,2,2 Stop(s),2019-05-20 00:00:00,1,0,0,89153.4624816288
Multiple carriers,2019-06-03 00:00:00,Delhi,Cochin,DEL → BOM → COK,15:15,01:30 04 Jun,10h 15m,1 stop,No info,6795,First Class,2,2 Stop(s),2019-05-28 00:00:00,6,0,0,75080.3706968658
IndiGo,2019-03-27 00:00:00,Kolkata,Banglore,CCU → BLR,15:20,17:55,2h 35m,non-stop,No info,5198,First Class,1,1 Stop(s),2019-01-28 00:00:00,58,0,1,75427.0331524083
Jet Airways,2019-03-09 00:00:00,Delhi,Cochin,DEL → BOM → COK,17:25,18:50 10 Mar,25h 25m,1 stop,In-flight meal not included,14053,First Class,2,2 Stop(s),2019-02-22 00:00:00,15,0,1,88184.9682469257
Vistara,2019-04-01 00:00:00,Kolkata,Banglore,CCU → DEL → BLR,07:10,23:25,16h 15m,1 stop,No info,7927,Economy,2,2 Stop(s),2019-03-30 00:00:00,2,0,1,86616.3822772898
IndiGo,2019-03-18 00:00:00,Kolkata,Banglore,CCU → BLR,10:10,12:55,2h 45m,non-stop,No info,4462,First Class,1,1 Stop(s),2019-02-12 00:00:00,34,0,1,61031.6556334566
GoAir,2019-04-27 00:00:00,Banglore,Delhi,BLR → DEL,07:45,10:40,2h 55m,non-stop,No info,5048,Business,1,1 Stop(s),2019-02-28 00:00:00,58,0,1,61356.8186673161
Jet Airways,2019-05-24 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,20:00,23:35 25 May,27h 35m,1 stop,In-flight meal not included,10844,Economy,2,2 Stop(s),2019-05-03 00:00:00,21,0,0,69540.1042491559
Multiple carriers,2019-03-03 00:00:00,Delhi,Cochin,DEL → BOM → COK,08:55,18:50,9h 55m,1 stop,No info,15411,Economy,2,2 Stop(s),2019-01-30 00:00:00,32,0,1,61393.5123815999
IndiGo,2019-03-18 00:00:00,Kolkata,Banglore,CCU → BLR,17:15,19:55,2h 40m,non-stop,No info,4462,Economy,1,1 Stop(s),2019-02-19 00:00:00,27,0,1,65545.6336657658
Jet Airways,2019-03-27 00:00:00,Mumbai,Hyderabad,BOM → HYD,15:50,17:20,1h 30m,non-stop,No info,5678,First Class,1,1 Stop(s),2019-02-23 00:00:00,32,0,1,86844.8205128295
Jet Airways,2019-03-06 00:00:00,Delhi,Cochin,DEL → BOM → COK,09:55,04:25 07 Mar,18h 30m,1 stop,No info,15764,First Class,2,2 Stop(s),2019-03-02 00:00:00,4,0,1,71660.3186906845
Jet Airways,2019-03-06 00:00:00,Delhi,Cochin,DEL → BOM → COK,22:20,19:45 07 Mar,21h 25m,1 stop,No info,17024,Economy,2,2 Stop(s),2019-02-17 00:00:00,17,0,1,75602.0406353343
Air India,2019-06-18 00:00:00,Mumbai,Hyderabad,BOM → HYD,06:20,07:40,1h 20m,non-stop,No info,3100,Business,1,1 Stop(s),2019-05-30 00:00:00,19,0,0,68359.3939270983
Jet Airways,2019-05-01 00:00:00,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No info,7229,Business,1,1 Stop(s),2019-04-09 00:00:00,22,1,1,60762.5738023229
IndiGo,2019-04-24 00:00:00,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,No info,4804,Economy,1,1 Stop(s),2019-04-21 00:00:00,3,0,1,68692.543587413
Jet Airways,2019-06-24 00:00:00,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,In-flight meal not included,5769,First Class,1,1 Stop(s),2019-06-12 00:00:00,12,0,0,79005.8913228268
Air Asia,2019-03-18 00:00:00,Kolkata,Banglore,CCU → BLR,19:35,22:05,2h 30m,non-stop,No info,4384,Economy,1,1 Stop(s),2019-02-09 00:00:00,37,0,1,73204.5748121881
Air India,2019-06-27 00:00:00,Delhi,Cochin,DEL → TRV → COK,05:15,06:50 28 Jun,25h 35m,1 stop,No info,6587,Business,2,2 Stop(s),2019-06-05 00:00:00,22,0,0,67261.658145345
Jet Airways,2019-03-21 00:00:00,Banglore,New Delhi,BLR → BOM → DEL,05:45,19:10,13h 25m,1 stop,In-flight meal not included,7832,Business,2,2 Stop(s),2019-01-29 00:00:00,51,1,1,77772.4370658613
Air India,2019-03-15 00:00:00,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No info,7082,Business,1,1 Stop(s),2019-01-21 00:00:00,53,0,1,78355.5868416714
SpiceJet,2019-03-15 00:00:00,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,non-stop,No info,6300,Economy,1,1 Stop(s),2019-02-23 00:00:00,20,0,1,86844.8205128295
Jet Airways,2019-06-06 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,08:25,16:20,7h 55m,1 stop,No info,14571,Business,2,2 Stop(s),2019-05-06 00:00:00,31,0,0,72813.2336587877
IndiGo,2019-06-27 00:00:00,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,3943,Economy,1,1 Stop(s),2019-06-16 00:00:00,11,0,0,69623.4019491521
Multiple carriers,2019-05-21 00:00:00,Delhi,Cochin,DEL → HYD → COK,14:55,00:55 22 May,10h,1 stop,No info,6878,Business,2,2 Stop(s),2019-03-26 00:00:00,56,0,0,69329.4696514699
SpiceJet,2019-04-01 00:00:00,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,non-stop,No check-in baggage included,1965,Business,1,1 Stop(s),2019-03-23 00:00:00,9,0,1,78698.9438048267
Vistara,2019-05-21 00:00:00,Kolkata,Banglore,CCU → DEL → BLR,17:00,10:45 22 May,17h 45m,1 stop,No info,9187,Economy,2,2 Stop(s),2019-03-25 00:00:00,57,0,0,61906.7505085807
